type,x,y
0,103.4886,52.8819
0,90.2722,55.2103
0,83.1031,52.8811
0,86.3897,55.0011
0,83.9331,56.1314
0,81.0122,51.8881
0,91.2611,53.9094
0,80.7714,53.5619
0,85.8289,52.2869
0,95.4575,56.2061
0,92.0831,58.4650
0,82.5603,52.3689
0,80.6558,52.3881
0,102.0764,53.9528
0,103.9753,52.1742
0,103.8033,53.4078
0,74.5847,56.8797
0,83.2789,54.7094
0,79.1911,53.9806
0,89.3161,56.5358
0,103.5775,53.6969
0,84.5997,53.1997
0,89.9447,54.4403
0,74.5133,57.1192
0,81.4919,58.6828
0,94.4378,51.7192
0,83.0403,53.7728
0,84.8092,55.0447
0,71.7931,54.8153
0,86.1339,50.7497
0,78.9514,52.2733
0,91.3975,55.2511
0,79.5625,57.5642
0,103.9211,57.1408
0,103.0578,54.2981
0,80.7331,53.4586
0,85.1425,56.3642
0,103.7222,53.5842
0,85.1067,56.3753
0,102.1558,57.3656
0,71.3503,55.5689
0,85.2544,56.5567
0,73.4697,55.0931
0,86.4339,53.2006
0,85.5042,52.5697
0,92.5419,56.1408
0,102.4469,56.5536
0,78.8772,52.5664
0,76.8867,55.1144
0,75.7083,55.5658
0,72.1675,55.0781
0,82.7161,51.9289
0,88.0386,50.7567
0,83.8981,55.1189
0,74.2108,54.2467
0,85.2006,56.6253
0,73.0278,55.2839
0,85.7128,55.5256
0,73.5617,54.9256
0,76.8808,54.1708
0,73.5944,55.5539
0,99.5889,55.9347
0,91.4731,57.0014
0,79.9622,52.4011
0,97.3131,58.0708
0,74.6131,54.3722
0,80.1819,55.1722
0,92.3275,56.2353
0,83.3925,54.0825
0,76.1367,55.9361
0,83.1472,57.7944
0,85.8653,54.4597
0,86.2083,55.4428
0,86.1592,55.7328
0,85.7925,57.7100
0,86.6114,54.1442
0,94.4094,55.8986
0,84.1358,52.1197
0,83.8669,56.5500
0,88.1175,55.5164
0,83.1292,55.0575
0,91.3525,53.7869
0,84.4242,53.0694
0,90.5986,51.1786
0,86.3397,51.9400
0,83.2819,54.9861
0,71.5100,56.0064
0,108.1108,57.7758
0,104.0489,52.2258
0,91.2872,53.6186
0,99.6322,54.7064
0,90.4056,50.9369
0,104.4608,52.5892
0,73.3969,54.0792
0,86.1558,55.1431
0,92.3161,56.2142
0,83.5389,52.8997
0,101.6583,54.2403
0,93.6550,53.8972
0,79.2972,55.0792
0,82.9569,54.6814
0,84.9361,52.6658
0,73.5442,55.2586
0,71.4967,54.3292
0,73.9017,54.6211
0,85.5203,50.2328
0,92.3369,51.5153
0,73.9392,55.2636
0,89.9278,52.8503
0,83.7675,57.5814
0,90.3839,55.5250
0,73.3022,54.8661
0,73.0239,54.7047
0,104.2303,51.4975
0,90.2736,56.0331
0,84.7047,56.7419
0,101.2614,54.3431
0,85.0397,52.6008
0,87.5586,53.7781
0,92.6739,51.6133
0,82.4906,52.6178
0,84.8808,56.6033
0,80.4353,52.9356
0,75.8764,55.5100
0,70.4531,57.9411
0,92.8239,51.3319
0,80.2683,53.9161
0,78.1808,54.9506
0,74.5703,56.0153
0,96.5325,56.2003
0,86.9481,54.0983
0,84.7975,52.7469
0,85.6619,53.9472
0,78.4497,53.1650
0,90.5750,56.2792
0,100.7778,54.4794
0,99.1319,54.8314
0,91.0886,54.2803
0,91.7117,56.0953
0,90.3692,54.4633
0,79.4131,51.9264
0,73.4425,55.3789
0,82.2903,53.0094
0,85.2869,54.9222
0,90.1078,51.0406
0,102.7939,53.3433
0,77.6347,54.3925
0,95.7194,56.1356
0,72.7800,54.9811
0,83.0358,53.3042
0,82.7661,55.0706
0,81.3953,52.2058
0,94.7997,55.9278
0,84.4386,52.2211
0,79.8542,52.7797
0,89.5617,53.2669
0,83.0069,55.1111
0,91.5992,53.3789
0,87.4478,53.1381
0,96.4203,57.1939
0,83.7389,54.2919
0,93.3594,56.0442
0,103.8881,52.5442
0,80.3053,53.4042
0,97.7058,56.8814
0,73.2175,55.1519
0,85.9700,56.6450
0,84.0208,53.7231
0,91.1736,53.5222
0,99.5175,55.6156
0,87.1606,53.9011
0,74.2406,54.1189
0,92.4458,53.7561
0,87.2189,53.6406
0,82.0733,57.0217
0,86.4425,54.1583
0,86.8281,53.6322
0,73.4361,55.4656
0,82.9233,55.0283
0,88.7928,49.9147
0,84.1822,54.3464
0,85.6114,54.6739
0,81.9967,54.8117
0,83.4775,53.2597
0,83.6089,55.3056
0,85.1747,52.5967
0,81.5947,51.1439
0,72.6758,54.1964
0,81.8533,51.8736
0,89.8494,55.0397
0,85.3883,56.7414
0,80.8467,59.0333
0,82.9433,51.6136
0,91.8836,54.1508
0,84.5303,53.9000
0,79.9503,52.4933
0,102.2344,53.6183
0,76.9714,55.3506
0,94.9814,55.9694
0,74.3164,53.9500
0,92.8039,53.9339
0,83.4089,54.1861
0,85.9986,51.4583
0,84.3247,51.6481
0,83.6225,52.7122
0,83.0539,55.0839
0,92.9378,53.4014
0,74.4603,56.5156
0,84.3794,55.2086
0,85.0892,52.0514
0,98.0031,55.9406
0,81.9419,55.2058
0,92.8483,56.0689
0,85.2053,56.3894
0,93.7356,53.8806
0,79.7761,51.6733
0,86.4100,54.5006
0,85.7644,52.8850
0,104.9092,52.2761
0,103.2833,57.6433
0,73.6447,53.6708
0,93.2717,56.1425
0,92.6814,50.8136
1,103.0311,53.0339
1,95.5033,55.6714
1,86.1769,54.1967
1,88.4767,55.0203
1,85.9961,51.8925
1,85.1172,50.3983
1,71.9428,54.6622
1,86.1764,56.9908
1,81.7094,51.2811
1,83.8703,55.5161
1,77.8061,53.5128
1,84.9728,56.2608
1,79.7850,54.7119
1,103.5519,52.5586
1,86.2936,54.3036
1,74.3300,55.7081
1,84.8028,56.2956
1,79.5444,52.2411
1,91.5789,51.2844
1,80.3322,53.5931
1,87.7350,56.2092
1,85.8917,55.3442
1,81.8269,53.4619
1,83.8908,57.0958
1,85.8306,51.5892
1,83.2572,51.6947
1,92.8947,56.1844
1,86.2728,54.1181
1,103.7558,57.2689
1,95.4239,55.6550
1,83.9619,53.3164
1,100.7486,54.3922
1,94.4831,55.8522
1,83.3231,55.2083
1,82.8361,54.6364
1,78.7850,52.7750
1,87.1689,56.2903
1,83.8200,54.6406
1,84.3922,52.0106
1,73.8306,54.3603
1,82.3994,52.2650
1,78.6458,52.9994
1,78.2169,54.2331
1,87.1361,53.7575
1,85.7769,51.8311
1,93.6281,51.9581
1,85.5875,55.0414
1,71.2914,55.1869
1,81.8092,52.7994
1,80.9633,55.0914
1,73.3708,54.6900
1,83.5831,53.4147
1,100.6419,54.7614
1,71.0022,55.5228
1,86.5669,56.8419
1,84.8819,56.3778
1,93.6808,55.8094
1,74.9378,55.4328
1,83.8778,55.4689
1,92.2847,57.6161
1,101.2364,54.3836
1,86.3478,54.5872
1,86.8822,56.0575
1,104.3917,52.2783
1,83.8817,53.1806
1,84.0672,52.2378
1,80.7003,54.8744
1,85.2194,55.8658
1,85.3850,54.6072
1,72.5289,54.9222
1,76.7147,55.6736
1,71.4497,54.9344
1,88.4764,55.3236
1,102.8408,53.8111
1,85.3411,55.6628
1,74.5872,54.3294
1,82.7811,53.2539
1,94.9819,56.2558
1,85.8031,54.2350
1,82.9911,58.3981
1,92.4783,55.9425
1,81.4900,58.7033
1,76.6267,56.5633
1,85.7669,55.1250
1,70.8083,55.5267
1,81.8339,52.4853
1,96.6231,55.7897
1,82.7339,53.2372
1,92.0356,50.7519
1,73.1475,54.8167
1,90.4394,50.3817
1,82.1331,52.4153
1,85.2944,53.1639
1,107.3428,53.1936
1,90.8444,55.0919
1,82.4203,54.0350
1,73.0292,55.3514
1,92.2847,53.9400
1,75.6056,55.1661
1,82.2669,51.6847
1,73.3683,54.9922
1,90.7453,54.7747
1,103.7092,51.7256
1,91.8483,53.2756
1,79.2353,52.2558
1,78.6108,55.0981
1,103.3919,52.8203
1,104.3717,52.4631
1,82.1450,51.3542
1,81.5028,51.0119
1,73.1397,55.0214
1,85.3533,56.6175
1,80.7853,54.0561
1,80.5897,53.2200
1,74.8500,55.9656
1,78.8967,53.9542
1,83.4633,53.2539
1,98.0250,55.8633
1,80.1053,50.9375
1,72.6514,54.9139
1,95.1900,56.4217
1,89.0936,55.6253
1,91.6506,53.1689
1,84.4556,52.3464
1,86.2500,55.6667
1,89.2008,55.6419
1,80.6083,54.3622
1,91.7939,53.5206
1,86.9347,56.9503
1,103.4656,52.8706
1,81.2700,54.1750
1,81.7186,51.9328
1,90.0561,50.9103
1,83.5047,55.5161
1,82.6919,52.4183
1,84.4247,53.2194
1,104.5833,52.2717
1,103.7386,53.6547
1,84.1456,51.9708
1,86.4514,56.2058
1,93.0517,56.5506
1,91.3331,53.7894
1,81.1328,51.5808
1,82.7389,54.8306
1,93.6236,55.8542
1,74.0003,54.6025
1,73.8736,55.0469
1,85.1781,57.7542
1,104.1589,52.3072
1,82.5092,55.0856
1,85.6289,52.6075
1,94.8964,57.2108
1,102.7292,58.0478
1,101.3144,56.9803
1,81.9611,51.0986
1,83.8414,53.5064
1,82.6906,52.5094
1,85.6311,56.0650
1,86.0617,57.0539
1,93.4753,59.1061
1,91.2497,55.3603
1,93.0247,52.2394
1,103.3728,53.1667
1,83.3272,53.8733
1,92.9194,56.5381
1,87.8167,56.2058
1,98.4803,56.0783
1,95.4894,56.6856
1,73.3439,55.1031
1,88.3958,56.0675
1,85.4472,53.4569
1,82.7672,52.5139
1,74.5142,56.7944
1,93.3156,57.0522
1,91.2867,53.5508
1,94.5594,51.6972
1,72.8522,54.9450
1,81.8994,53.9006
1,102.1803,54.1108
1,94.2078,51.6492
1,90.4011,53.0258
1,83.9689,56.2594
1,83.7669,53.5789
1,90.2078,51.0136
1,103.8242,52.0719
1,76.5703,54.6228
1,79.2467,53.7547
1,104.8639,51.8594
1,82.8653,51.6917
1,84.1053,52.0731
1,76.7614,55.3092
1,85.1853,53.9514
1,85.7494,52.6069
1,90.9719,53.9797
1,84.0308,53.1217
,,
