type,x,y
0,39.0358,53.8353
0,50.6625,56.2636
0,46.4925,50.8644
0,41.8633,44.5569
0,51.5031,53.4678
0,34.4131,57.6178
0,117.5719,62.7147
0,51.3856,55.7078
0,38.0383,55.7219
0,51.5317,56.2589
0,37.6322,54.8017
0,47.6331,46.8247
0,73.1397,55.0214
0,33.6836,45.1167
0,56.8792,54.5422
0,56.2322,53.9944
0,44.8792,54.7636
0,38.3106,45.2303
0,46.8286,43.0828
0,38.1022,44.6072
0,42.1325,45.8989
0,43.4967,44.1747
0,101.6639,51.6369
0,29.7119,59.7525
0,85.7758,54.9242
0,31.0206,59.5592
0,119.9436,54.4267
0,114.7536,51.1853
0,48.2583,54.2433
0,54.1906,51.8756
0,38.8042,45.1722
0,45.8750,51.4656
0,66.3883,66.6594
0,45.2408,43.6992
0,55.1711,57.6706
0,46.7222,43.8925
0,50.6344,53.2211
0,127.3617,70.6861
0,47.8861,41.3739
0,113.1633,51.9625
0,32.3675,59.8183
0,52.2272,54.8144
0,140.3172,48.9992
0,39.6881,57.4917
0,33.5478,45.7864
0,132.1600,50.0444
0,36.5928,50.7281
0,46.7314,43.2689
0,44.0728,55.5881
0,87.2653,51.7931
0,41.5742,51.7931
0,108.9239,52.3969
0,132.4697,43.4675
0,47.3014,42.2969
0,56.5000,53.6619
0,60.6139,53.0453
0,55.1686,51.9489
0,65.9781,54.7908
0,39.9350,47.1133
0,45.7544,58.3747
0,39.0683,44.1839
0,49.0156,55.1078
0,34.3844,53.5064
0,32.5936,52.6997
0,47.6958,42.2656
0,47.4042,51.5478
0,85.4542,54.7939
0,43.1644,57.1450
0,76.7614,55.3092
0,38.4033,55.9286
0,39.7600,43.6822
0,133.3833,67.5500
0,39.3558,52.6428
0,33.2919,69.0561
0,54.0739,57.0336
0,54.6269,53.4319
0,33.6711,44.8475
0,46.2978,53.8069
0,93.3406,56.1975
0,98.3219,58.4236
0,129.6650,62.7186
0,44.9047,55.5678
0,65.3819,55.5092
0,40.3950,45.5442
0,33.3625,45.3756
0,158.0272,53.2567
0,40.2756,45.3289
0,72.7514,55.2681
0,81.2083,53.9650
0,45.7719,55.4125
0,114.2236,51.0269
0,103.6206,53.5244
0,65.6614,56.5239
0,45.8617,43.4658
0,41.1553,51.9958
0,43.8950,55.3867
0,47.2983,42.6306
0,128.8431,49.9117
0,42.3406,50.9589
0,89.8128,56.3503
0,64.9419,55.6075
0,53.7431,57.0719
0,57.5483,55.0708
0,63.1950,57.6719
0,65.6342,62.5672
0,56.8703,54.8711
0,47.1367,42.7339
0,62.7119,56.8467
0,30.1233,59.3592
0,41.4864,47.5247
0,47.5242,54.5786
0,49.5706,55.7122
0,82.0886,52.9667
0,112.1525,49.6408
0,34.9783,44.9767
0,36.8117,56.6611
0,53.1447,56.7331
0,48.5997,53.2097
0,39.1603,55.7719
0,61.2831,54.7350
0,38.0319,53.8997
0,41.0225,47.3872
0,47.1897,42.6464
0,32.6678,61.0147
0,60.9753,53.3822
0,43.4992,46.2692
0,39.0144,58.0092
0,94.2625,51.8747
0,39.9486,45.8622
0,37.9883,55.9197
0,46.1428,59.1133
0,102.7028,53.6989
0,47.5919,55.3611
0,33.6044,52.8992
0,107.5467,51.7589
0,38.3583,55.1964
0,79.7956,51.3931
0,86.3986,54.4089
0,44.6756,42.8231
0,60.6458,53.9000
0,41.9536,55.6089
0,41.1225,55.9267
0,37.3450,55.9936
0,39.7400,50.9375
0,54.3872,56.2333
0,87.4422,53.7506
0,33.3772,58.4536
0,58.6189,52.3447
0,47.0000,47.5489
0,88.1275,56.2122
0,43.1761,43.9467
0,37.9822,55.4878
0,40.3303,58.4236
0,54.8972,51.2789
0,30.0658,59.5239
0,91.1258,54.0981
0,21.6800,55.0439
0,108.1408,51.9386
0,66.0228,59.3311
0,48.4539,55.2464
0,41.6642,56.9331
0,56.4356,54.7986
0,53.3356,55.9036
0,32.8761,54.6414
0,44.1203,48.5367
0,70.8083,55.5267
0,37.5089,60.0325
0,60.0028,54.9236
0,31.0197,60.0872
0,50.4436,56.0083
0,52.4028,54.8833
0,40.2306,50.7300
0,49.4483,52.5603
0,30.3394,58.8183
0,56.4081,51.3969
0,70.1339,55.9281
0,30.7375,58.1617
0,91.1061,53.9286
0,55.0297,51.5339
0,58.3514,51.6389
0,94.5892,51.8894
0,107.7594,51.0311
0,82.0167,50.9103
0,34.5786,62.9169
0,41.5953,44.7478
0,56.3867,52.3214
0,41.1203,45.1539
0,47.4564,50.7539
0,48.6531,46.3111
0,135.7372,48.7378
0,41.7986,54.2747
0,43.6233,47.9803
0,44.6486,45.2881
0,47.9542,46.3261
0,85.6056,52.7917
0,143.2397,64.5708
0,37.9278,55.9167
0,113.2569,52.0503
0,36.6194,56.6106
0,49.0497,54.9094
0,60.4811,56.9208
0,62.2917,61.0736
0,127.1731,53.7017
0,132.1231,61.8456
0,51.1528,56.2447
0,44.4597,55.9653
0,55.4267,56.8461
0,40.5339,56.1992
0,39.0642,51.3761
0,67.9525,55.2425
0,59.7247,53.6844
0,48.1225,46.6661
0,41.4597,45.7133
0,41.7306,44.0153
0,91.5789,51.2844
0,39.1506,55.1706
0,110.8264,51.9431
0,33.5147,45.5086
0,113.2842,52.0953
0,86.2025,54.2367
0,89.2931,54.3494
0,44.2025,44.7447
0,66.9172,56.4853
0,46.6994,43.0303
0,64.2119,55.8636
0,45.0922,53.4467
0,127.7431,50.3228
0,44.4433,50.4408
0,46.2861,43.4189
0,45.3319,53.3103
0,113.7911,51.7717
0,47.4342,55.7261
0,47.4958,55.8506
0,83.9933,53.4144
0,51.9269,52.6550
0,46.3419,43.1428
0,47.0483,43.4850
0,63.6489,56.0206
0,49.7656,54.0011
0,47.7689,55.0761
0,52.3450,54.1139
0,41.5903,43.8589
0,46.4211,43.6369
0,61.7250,55.0244
0,39.2650,44.8833
0,44.0147,43.9400
0,39.1489,45.6439
0,56.5878,59.4822
0,90.6403,56.4967
0,33.6906,53.4842
0,37.8906,54.1775
0,53.1014,55.7200
0,39.0272,51.6872
0,68.6919,55.7175
0,44.2869,55.3692
0,48.3894,54.6064
0,131.0944,47.6942
0,38.8350,59.2008
0,48.8967,63.4586
0,39.7775,59.0467
0,40.5842,47.4003
0,41.0544,46.4197
0,135.5750,67.6500
0,34.3508,45.3511
0,49.1283,57.1475
0,65.0817,57.0783
0,61.1714,57.4472
0,133.4942,62.2797
0,37.4992,51.3636
0,31.3639,57.8578
0,43.6281,53.0911
0,39.2050,55.9183
0,95.2281,56.8294
0,31.1989,58.3953
0,38.1844,55.6758
0,43.1036,46.0744
0,91.3831,53.5969
0,30.1722,59.6142
0,44.2206,48.8528
0,45.2633,43.2711
0,48.7728,52.9975
0,61.3031,56.6256
0,40.7358,44.9203
0,73.5947,56.4664
0,47.4019,47.3189
0,105.1492,54.8083
0,40.4558,56.1197
0,142.5172,47.1722
0,77.6078,64.9428
0,57.6539,59.0494
0,37.1017,45.3206
0,34.1731,53.3275
0,36.6011,55.6031
0,60.4622,55.9075
0,45.1692,53.1961
0,34.6350,45.0242
0,95.2039,56.0053
0,41.1464,51.1631
0,44.4778,44.8292
0,40.6222,46.2239
0,44.0936,56.2667
0,38.4144,55.6033
0,43.0028,44.4269
0,53.0056,56.5494
0,34.8386,45.6469
0,31.2100,58.5494
0,38.7875,51.5717
0,34.9778,54.4894
0,81.4289,53.0792
0,35.9503,51.0053
0,102.4897,52.9850
0,46.6186,43.3858
0,48.7947,53.8386
0,107.8681,50.7958
0,37.7675,55.4369
0,22.4469,54.5672
0,34.9572,45.0969
0,37.4606,54.2881
0,41.2603,47.2764
0,39.0753,51.8167
0,85.3167,52.4369
0,39.4053,51.3356
0,30.8581,59.5342
0,81.5914,54.3494
0,42.6739,55.8022
0,131.8669,43.3269
0,40.3378,47.3994
0,21.8194,54.6308
0,46.1456,43.1128
0,43.2919,51.6258
0,48.2003,42.0408
0,38.8658,50.8603
0,57.7828,58.8411
0,88.2633,50.5211
0,36.0497,56.8975
0,39.1853,54.9558
0,132.4583,43.2903
0,55.7039,57.9928
0,45.0206,48.7036
0,57.7606,58.9722
0,36.4522,50.8542
0,107.4200,51.7719
0,49.6064,56.0019
0,34.6519,64.4906
0,31.6183,58.5094
0,36.9467,55.8736
0,55.1356,52.0689
0,113.3322,52.0192
0,87.3394,53.9622
0,81.2667,51.3717
0,47.3789,55.9175
0,49.9753,54.6256
0,36.3839,54.1175
0,34.0531,45.0039
0,36.6203,55.6103
0,34.5633,57.5058
0,100.9036,54.4597
0,34.7894,51.2433
0,34.0297,45.9936
0,40.9931,45.8847
0,44.8408,43.2600
0,38.2186,56.3900
0,43.1006,47.8483
0,49.6394,51.1689
0,39.0786,50.0350
0,29.6367,57.7814
0,34.4558,57.6561
0,38.1222,45.1344
0,29.8728,59.8344
0,39.8094,52.8644
0,46.2197,42.6664
0,37.7847,50.8808
0,38.0622,50.0697
0,44.7147,50.7844
0,46.2656,50.6478
0,62.0319,56.4397
0,69.1553,66.7617
0,42.8114,56.1581
0,57.1281,57.4592
0,63.7300,67.4964
0,34.5403,57.5683
0,52.4881,62.2567
0,134.6089,48.5922
0,40.4781,44.9883
0,54.4092,58.3525
0,93.2733,56.4972
0,54.0867,51.6572
0,35.2719,51.1919
0,31.1292,59.4203
0,56.1472,54.9019
0,33.6928,57.8694
0,61.3542,57.5222
0,46.3494,43.2531
0,34.0083,44.4069
0,65.7906,57.5728
0,72.5369,55.4306
0,40.6981,47.4275
0,39.5350,51.2486
0,39.6150,50.3511
0,42.1133,43.5039
0,38.4575,51.5958
0,37.8089,53.2225
0,30.1889,60.9717
0,54.2336,55.4650
0,65.4208,55.3894
0,29.6367,59.4061
0,96.9189,56.1447
0,39.7469,57.5094
0,41.9144,43.7731
0,30.1217,59.4647
0,129.5597,62.9025
0,90.6806,56.9514
0,50.3667,61.9953
0,43.3639,48.4272
0,40.2536,62.2253
0,35.7469,55.5028
0,61.6378,54.8428
0,43.9372,43.8617
0,39.9906,43.5050
0,39.7467,54.0378
0,90.5336,53.1319
0,36.8847,56.1264
0,42.9353,43.7289
0,37.6203,55.7539
0,54.5117,51.1878
0,36.1775,50.6611
0,42.4825,51.3589
0,39.3544,51.9328
0,50.8444,55.5447
0,44.9036,54.7947
0,39.6969,45.0008
0,40.5142,63.6158
0,40.7408,47.0914
0,38.9386,57.7192
0,41.0653,56.3758
0,51.9483,56.4283
0,76.6936,64.4764
0,35.6664,50.4861
0,30.3972,60.0686
0,97.2036,56.1642
0,57.4608,65.9511
0,39.8125,59.3419
0,155.3769,62.5750
0,41.4919,45.2978
0,52.1839,55.0333
0,131.7208,44.1967
0,55.5731,58.1047
0,72.2092,54.6347
0,132.1947,47.7967
0,54.0419,56.7311
0,58.5044,55.5439
0,74.5783,55.0517
0,42.1414,56.3617
0,51.8183,55.6833
0,46.6508,43.8633
0,40.6564,52.2425
0,31.3875,54.8675
0,42.6200,53.4978
0,46.0383,51.3839
0,47.6375,54.6706
0,39.5464,43.7394
0,50.4719,52.3928
0,34.8783,44.8586
0,47.8583,46.2050
0,21.9253,54.4786
0,61.2453,54.2189
0,63.1636,54.1961
0,37.6992,54.1292
0,44.6858,43.7592
0,33.6094,45.2892
0,52.7089,56.4100
0,83.2789,54.7094
0,47.4183,51.1464
0,53.5703,54.6353
0,60.9625,56.7364
0,163.1881,59.4892
0,52.4433,54.5967
0,83.3647,54.1897
0,35.8331,56.8061
0,31.2081,59.3364
0,67.9022,57.4900
0,33.4992,52.9203
0,86.3564,54.0481
0,43.8286,55.5297
0,43.2861,43.2156
0,57.9792,55.6606
0,83.3072,54.4931
0,48.0614,41.7256
0,33.6281,45.0228
0,40.7967,49.1242
0,44.7158,55.2717
0,40.1553,45.8319
0,38.1511,54.8344
0,62.0983,63.6481
0,132.8547,44.5511
0,91.0908,56.2686
0,39.8939,43.5958
0,49.3128,55.9122
0,50.4256,55.9289
0,85.3411,55.6628
0,108.3511,57.8383
0,43.6958,53.8833
0,41.5931,53.1872
0,83.0403,53.7728
0,46.7169,42.7842
0,34.9825,45.4436
0,39.2197,45.8797
0,36.3325,53.3478
0,39.3981,52.6117
0,104.6433,51.4614
0,52.3744,56.7628
0,103.5844,50.4431
0,65.6994,58.4467
0,41.4483,43.8750
0,38.4464,55.4639
0,44.9633,50.0611
0,30.8878,59.4189
0,86.1036,54.2844
0,36.8892,55.7131
0,41.8519,47.3664
0,43.7786,49.4014
0,34.3367,45.7578
0,42.9661,44.8653
0,117.9686,63.7475
0,76.0683,55.2567
0,36.7122,45.1275
0,33.2936,45.2697
0,142.8706,49.2814
0,47.5164,54.8856
0,46.8606,52.7889
0,42.6911,56.2017
0,58.2347,51.1483
0,72.9617,56.1961
0,41.9619,51.4514
0,41.4906,51.5861
0,83.6353,54.5389
0,42.1758,55.4164
0,40.2072,43.6806
0,102.1558,57.3656
0,87.1689,56.2903
0,43.9161,48.9478
0,32.2097,52.7967
0,57.7706,56.6178
0,111.9692,51.7406
0,47.0389,55.3042
0,46.1950,43.2211
0,53.5506,55.3169
0,42.8050,45.0119
0,42.8567,45.3286
0,40.4944,51.5353
0,39.7942,46.2814
0,37.9289,56.0831
0,117.9025,51.2925
0,51.6342,54.8156
0,38.5231,47.4711
0,38.7558,46.6931
0,55.7317,58.1422
0,53.8808,63.6192
0,36.2286,51.7864
0,56.4461,54.3756
0,92.5419,56.1408
0,46.2533,43.2669
0,39.4197,46.1061
0,20.6903,54.8017
0,39.0983,45.1239
0,42.8572,54.3086
0,62.1578,57.8500
0,41.3458,47.6486
0,65.2867,55.4639
0,48.1769,54.4264
0,38.1594,45.6447
0,40.4583,64.4128
0,50.5625,54.4833
0,38.2006,55.8714
0,37.3425,55.0067
0,50.8100,53.0594
0,61.2100,55.1292
0,47.7106,42.3139
0,28.5956,57.9322
0,38.9056,45.1356
0,35.2253,59.5172
0,86.1919,54.3667
0,96.8028,56.7475
0,54.7378,56.7336
0,39.9106,54.2289
0,93.1969,57.5183
0,47.8314,56.6672
0,50.3264,56.3642
0,58.5128,56.4217
0,43.0611,49.3147
0,80.6017,53.3989
0,39.8008,45.5964
0,92.0050,53.4069
0,37.8169,53.9967
0,133.4728,49.1969
0,29.6528,60.5817
0,38.4394,45.3794
0,83.8400,54.9997
0,40.7989,55.4967
0,42.3936,46.2608
0,40.5728,49.9450
0,46.9689,42.3672
0,43.5036,56.0747
0,81.3992,51.6692
0,36.8878,50.4006
0,53.4656,54.4814
0,36.9972,55.6261
0,86.5953,53.8494
0,46.1739,42.5617
0,134.5122,62.8133
0,60.4697,56.6669
0,43.1200,55.9467
0,74.6131,54.3722
0,84.6756,52.9828
0,32.3483,60.0658
0,30.5492,60.1519
0,30.3331,59.4156
0,40.3542,56.1733
0,132.4717,49.0047
0,45.0036,50.3169
0,39.7378,55.7181
0,39.6733,46.9028
0,37.6767,52.7858
0,44.8989,43.1906
0,36.6275,55.5522
0,34.3178,53.3817
0,58.5461,55.1947
0,65.6064,55.4811
0,38.1650,56.3467
0,128.8850,50.5892
0,32.4653,54.3306
0,59.1114,51.4125
0,42.9053,49.1814
0,131.7217,48.9942
0,39.5294,51.2933
0,46.1053,43.4672
0,43.8872,52.2667
0,56.3653,51.7831
0,107.6094,51.4314
0,88.9228,49.8461
0,46.8169,50.4242
0,34.4511,61.3594
0,38.6697,54.3322
0,54.3653,54.5308
0,142.1758,49.6508
0,34.0669,61.8875
0,58.8797,55.1333
0,83.8669,56.5500
0,49.9144,53.8053
0,39.1631,46.0553
0,44.0553,51.3244
0,142.7403,46.6986
0,71.3319,54.6547
0,33.8653,44.6292
0,32.4078,55.1911
0,39.7750,51.3903
0,73.3969,54.0792
0,142.5267,46.7131
0,38.5011,55.5861
0,39.5656,53.7467
0,46.9656,43.6008
0,60.5386,54.7933
0,39.4619,50.1986
0,39.3069,47.3319
0,64.8039,60.1297
0,53.1844,58.2289
0,131.6394,49.2050
0,46.9822,43.2022
0,39.6392,50.4019
0,33.7256,52.9544
0,44.0917,44.3786
0,36.8908,56.1417
0,107.9892,51.0986
0,39.5875,57.3017
0,29.8903,59.8267
0,85.1172,50.3983
0,56.6775,57.8381
0,42.9292,44.3022
0,46.4567,57.3694
0,106.0650,53.4822
0,39.1217,55.5639
0,50.2269,57.0578
0,94.7767,51.2669
0,80.4725,53.8622
0,44.3333,44.0133
0,111.0867,52.4789
0,39.2236,51.9856
0,37.8897,45.0381
0,40.8642,50.2844
0,73.9017,54.6211
0,56.1075,53.9831
0,46.9667,43.3725
0,37.2353,53.6525
0,50.2039,57.6347
0,46.5825,43.2733
0,66.1311,56.6422
0,142.8178,47.4108
0,44.6908,51.9083
0,54.2597,53.5356
0,45.0497,52.8244
0,46.2831,43.2556
0,58.5878,56.3253
0,43.7100,56.4039
0,32.8089,56.0647
0,34.3050,45.5394
0,40.5911,50.0489
0,58.2367,53.7744
0,34.1794,44.8928
0,39.6781,44.6783
0,158.3336,53.0467
0,116.7378,51.0531
0,73.1886,61.2531
0,47.3458,54.0983
0,46.6894,43.2081
0,90.2736,56.0331
0,84.4628,52.4300
0,39.7653,56.1886
0,33.8283,44.5100
0,49.5986,54.1169
0,50.3722,53.8258
0,92.6739,51.6133
0,45.7761,43.4286
0,47.9225,46.3753
0,94.6981,58.1822
0,34.3150,45.0542
0,55.9583,54.1675
0,47.3422,42.3686
0,34.0406,45.1328
0,87.9283,58.7481
0,93.2636,55.8653
0,99.1042,54.8942
0,35.8350,56.0336
0,106.5231,51.2867
0,40.5322,51.9953
0,80.3775,55.0922
0,66.0558,56.7419
0,89.9564,53.1169
0,48.3528,41.6961
0,40.0725,50.7917
0,44.0242,56.2089
0,41.1236,55.9789
0,61.4442,54.8606
0,50.4286,52.1578
0,36.4339,51.2069
0,132.4797,48.1178
0,52.2078,54.7444
0,131.8614,43.8553
0,55.6681,58.0017
0,45.9528,48.4822
0,41.0319,57.9000
0,37.4750,56.0119
0,37.6428,44.7103
0,42.0539,52.4400
0,114.0869,51.6314
0,34.0106,45.0306
0,46.6247,52.2217
0,37.3581,52.6069
0,43.2317,44.5219
0,85.5197,53.7875
0,55.2675,57.5172
0,63.4850,57.4094
0,39.2936,46.1025
0,37.2256,56.0158
0,49.8167,52.3067
0,42.4117,57.4553
0,44.9544,54.0583
0,29.8900,61.3014
0,41.5675,53.5050
0,36.4836,55.2075
0,39.5036,47.3036
0,36.8064,55.7525
0,44.4931,56.1072
0,39.9156,62.6069
0,38.9942,44.9208
0,116.8514,49.9275
0,45.8619,52.2375
0,158.2542,52.9622
0,63.7703,55.5542
0,53.9944,53.7383
0,32.7406,56.9239
0,46.4400,53.1547
0,41.4778,49.0572
0,40.7014,51.7272
0,85.2403,52.0861
0,44.4875,43.6989
0,39.7661,52.8056
0,50.3894,53.4981
0,37.9608,54.9728
0,43.5750,47.6014
0,64.5511,57.0867
0,39.5494,53.8236
0,38.9581,51.6439
0,33.7331,44.8608
0,103.6278,56.9819
0,43.2075,43.5619
0,85.9619,52.5628
0,85.7744,55.3350
0,39.5447,52.1286
0,83.9711,53.3436
0,49.1486,56.9339
0,85.9475,54.2858
0,36.7856,60.9200
0,41.0625,52.6961
0,28.2581,59.6567
0,52.1436,58.2181
0,34.3892,45.8642
0,43.5183,56.6311
0,135.9631,64.0733
0,107.2447,51.0800
0,38.6642,55.4081
0,118.0325,50.0931
0,29.7661,60.2661
0,48.4572,46.3494
0,40.0478,52.8736
0,43.0633,56.2086
0,44.9225,49.0144
0,40.8889,59.6272
0,42.1753,51.2400
0,41.0261,49.3717
0,49.2994,53.2625
0,38.7256,55.1369
0,31.2661,59.3333
0,19.9456,54.4647
0,79.3250,54.2053
0,45.5986,43.5519
0,42.0744,51.9128
0,43.3636,56.2003
0,57.0892,65.1714
0,128.4372,50.9597
0,82.7811,53.2539
0,31.6361,54.7842
0,40.1458,48.1161
0,86.3036,54.4222
0,54.2239,53.9144
0,34.4350,53.0269
0,38.1750,51.4433
0,50.8028,56.3308
0,38.9744,54.2214
0,80.4408,51.2917
0,44.5278,54.2614
0,46.6133,43.4897
0,48.5792,51.7917
0,87.0644,54.1658
0,45.1186,43.1894
0,40.3136,50.5769
0,108.4003,52.0322
0,33.7053,52.5622
0,58.2908,53.8569
0,36.9786,56.1853
0,54.0872,56.6300
0,29.8672,59.7267
0,96.9403,58.3706
0,38.4444,52.6506
0,45.0353,49.9778
0,44.1403,43.4839
0,68.0622,56.8631
0,82.9542,55.1436
0,43.1425,47.6317
0,59.6917,52.5111
0,38.4669,44.4406
0,40.0806,44.5764
0,43.2400,54.9275
0,34.0022,53.8461
0,46.2422,42.9681
0,35.5147,55.4478
0,85.3883,56.7414
0,39.4578,47.1544
0,47.1533,42.8025
0,53.0314,57.2956
0,39.7056,52.0581
0,42.6786,49.2181
0,38.4972,50.2650
0,34.3542,44.7017
0,45.1783,54.1436
0,44.5197,52.5639
0,99.1797,58.6033
0,43.3250,50.6375
0,40.3178,56.6453
0,56.8592,59.6686
0,53.6700,54.0769
0,38.8825,56.4250
0,86.3794,54.9478
0,44.6172,49.4706
0,135.4844,48.4242
0,41.1075,53.3789
0,46.6028,43.4081
0,131.9800,44.4394
0,46.4664,42.7047
0,60.5539,56.7081
0,39.8114,47.3025
0,55.4956,56.1522
0,37.7308,54.5203
0,61.3378,55.0844
0,66.5967,56.5406
0,47.4408,55.8542
0,54.9269,54.5803
0,43.3150,50.8106
0,40.0078,52.3703
0,40.4444,44.5528
0,31.1789,57.1453
0,135.6294,47.7756
0,42.0272,54.6722
0,42.2217,45.0908
0,86.0008,54.4886
0,49.3933,56.2956
0,60.1503,57.1333
0,98.3525,56.3719
0,41.2086,47.4792
0,37.1739,56.9611
0,85.8306,51.5892
0,47.3536,42.9703
0,40.9844,57.8428
0,37.9281,56.1394
0,49.2947,53.6439
0,50.4906,53.2508
0,38.5997,55.4356
0,58.9833,55.7814
0,44.7714,42.9644
0,43.4453,50.2250
0,43.4083,46.3089
0,48.3025,54.8125
0,50.1756,53.4406
0,105.0575,56.8539
0,47.2272,52.2811
0,55.9556,54.4589
0,53.6014,67.8353
0,42.0153,45.2028
0,61.3958,57.7558
0,50.6514,52.7833
0,51.5647,61.8172
0,40.0981,50.1711
0,43.9947,43.6003
0,56.3419,52.6003
0,39.7192,45.1875
0,41.0578,56.7281
0,49.5197,57.4117
0,83.5481,54.4006
0,43.8236,49.7697
0,49.2992,52.1994
0,51.0300,54.8603
0,127.2708,53.7206
0,102.1347,51.6819
0,83.9583,56.6197
0,38.7847,44.3231
0,39.6614,55.4783
0,45.3364,50.2822
0,36.3306,51.7133
0,56.0400,53.4181
0,91.3947,56.1661
0,45.1367,44.9464
0,41.5078,56.4464
0,48.1067,46.3944
0,39.0758,47.3042
0,41.4283,47.5225
0,41.9556,44.0692
0,77.4583,62.1342
0,49.2578,58.4664
0,63.7969,67.5878
0,48.3508,54.5003
0,44.7789,50.9786
0,44.8014,50.3219
0,56.5808,57.0797
0,38.9325,45.0247
0,64.5250,57.4753
0,34.0233,44.8992
0,128.6489,53.0133
0,87.1531,53.6669
0,61.1106,55.3400
0,42.6083,43.9436
0,62.4267,54.0597
0,28.7528,59.5822
0,40.1258,45.8547
0,83.6919,54.5158
0,136.5497,49.4406
0,47.3661,43.5533
0,44.2906,45.0872
0,46.3464,42.9931
0,37.7019,53.9417
0,56.7639,54.2103
0,38.1589,55.6272
0,82.6939,54.9947
0,33.9819,58.4014
0,117.0517,52.0692
0,129.4228,49.7558
0,52.1544,65.4406
0,37.6708,55.9942
0,57.1294,56.5511
0,38.9131,47.8122
0,31.9219,63.7425
0,43.4025,62.6703
0,38.0592,53.7967
0,39.6931,49.9708
0,40.2850,50.8886
0,135.0003,48.3547
0,43.9278,55.7475
0,134.5778,48.5650
0,39.3828,44.8872
0,130.9417,61.6675
0,71.9428,54.6622
0,45.7436,43.0869
0,45.9597,51.3022
0,55.5767,53.5308
0,133.4364,48.6275
0,41.2153,45.4933
0,47.3858,42.2917
0,45.8494,51.3814
0,57.5847,59.1631
0,81.5083,52.5556
0,36.1347,51.8033
0,41.7831,44.3961
0,36.6928,55.6017
0,64.8975,57.1233
0,35.9125,45.3281
0,56.6694,55.1925
0,109.9094,51.8483
0,32.1392,52.8283
0,66.9069,56.3019
0,34.4914,58.8967
0,48.5697,54.3225
0,47.6567,54.5442
0,37.3625,55.7061
0,38.2075,55.9497
0,39.6469,47.1033
0,41.2950,45.3294
0,96.1753,55.8525
0,109.0933,51.1761
0,48.5283,53.2450
0,40.6583,50.8008
0,41.3633,50.9164
0,46.1267,51.4856
0,49.3061,55.9950
0,29.6506,56.1350
0,39.1936,45.0739
0,46.8569,43.1508
0,35.8017,50.5344
0,40.5344,56.0461
0,41.2319,48.8267
0,71.7653,62.4428
0,46.9850,42.2406
0,113.9842,62.5425
0,61.6200,55.2267
0,88.0214,56.1722
0,47.2581,55.4928
0,40.7106,48.2411
0,54.2278,50.9967
0,59.0925,53.2858
0,43.5647,48.8475
0,52.7414,54.4408
0,47.8669,41.7481
0,41.8017,51.5792
0,41.3386,46.5061
0,46.3233,58.0186
0,88.6658,49.9936
0,37.3536,50.8531
0,73.0558,54.3150
0,40.1250,48.1169
0,65.2742,58.0433
0,49.4892,53.9442
0,40.0858,48.7425
0,72.8772,54.4897
0,38.8811,55.7986
0,42.4369,45.1164
0,81.9661,56.9242
0,78.2742,55.4283
0,41.4750,48.2450
0,52.1706,52.6058
0,20.0394,54.9411
0,27.8264,58.7433
0,52.4886,54.7753
0,41.4658,50.1989
0,45.7022,50.3144
0,36.6003,57.3633
0,134.5381,44.3675
0,34.5336,51.3158
0,52.6192,54.9939
0,46.8697,47.6486
0,46.8311,53.1119
0,62.0603,56.7094
0,48.4869,41.7642
0,63.1622,56.9844
0,130.1414,62.4531
0,35.5458,52.2842
